subject,start_seconds,end_seconds,n_r_peaks,rr_reference,rr_legacy,rr_fusion,fusion_quality,legacy_error,legacy_abs_error,legacy_within_2,fusion_error,fusion_abs_error,fusion_within_2
bidmc_02,150.0,210.0,91,14.985029940119741,22.0,15.51,0.6896471472892831,7.014970059880259,7.014970059880259,False,0.5249700598802587,0.5249700598802587,True
bidmc_02,180.0,240.0,91,15.197958412719267,17.0,15.29,0.5483287550670064,1.8020415872807334,1.8020415872807334,True,0.09204158728073253,0.09204158728073253,True
bidmc_02,210.0,270.0,91,15.337679880560538,19.0,15.05,0.5194335131151302,3.662320119439462,3.662320119439462,False,-0.28767988056053717,0.28767988056053717,True
bidmc_02,240.0,300.0,90,14.948132141388868,19.0,14.94,0.6351884538882111,4.051867858611132,4.051867858611132,False,-0.008132141388868419,0.008132141388868419,True
bidmc_02,270.0,330.0,90,15.592582987551815,19.0,15.23,0.7179186691388085,3.4074170124481853,3.4074170124481853,False,-0.3625829875518143,0.3625829875518143,True
bidmc_02,300.0,360.0,91,15.617209009907434,21.0,16.05,0.6254594440507724,5.382790990092566,5.382790990092566,False,0.43279099009256683,0.43279099009256683,True
bidmc_02,330.0,390.0,92,15.496016605924131,17.0,15.25,0.6319611827155949,1.5039833940758687,1.5039833940758687,True,-0.24601660592413133,0.24601660592413133,True
bidmc_02,360.0,420.0,92,14.245643782243167,16.0,10.91,0.5237258566133959,1.7543562177568326,1.7543562177568326,True,-3.3356437822431673,3.3356437822431673,False
bidmc_02,390.0,450.0,91,14.763908250641535,18.0,14.42,0.3768457881238537,3.236091749358465,3.236091749358465,False,-0.34390825064153496,0.34390825064153496,True
bidmc_02,420.0,480.0,91,15.521749185235308,19.0,15.63,0.5278877992814703,3.4782508147646922,3.4782508147646922,False,0.108250814764693,0.108250814764693,True
bidmc_03,0.0,60.0,76,17.241743781081382,16.0,17.3,0.777337697762357,-1.2417437810813823,1.2417437810813823,True,0.05825621891861843,0.05825621891861843,True
bidmc_03,30.0,90.0,80,17.93468944631734,16.0,17.89,0.7509304267310998,-1.9346894463173392,1.9346894463173392,True,-0.04468944631733862,0.04468944631733862,True
bidmc_03,60.0,120.0,77,18.05809883640073,9.0,17.75,0.7258926763316634,-9.058098836400731,9.058098836400731,False,-0.3080988364007311,0.3080988364007311,True
bidmc_03,90.0,150.0,78,18.549600117396704,16.0,18.1,0.6467752380413341,-2.549600117396704,2.549600117396704,False,-0.44960011739670236,0.44960011739670236,True
bidmc_03,120.0,180.0,78,18.751875187518735,18.0,19.0,0.7225212552789821,-0.7518751875187348,0.7518751875187348,True,0.24812481248126517,0.24812481248126517,True
bidmc_03,150.0,210.0,77,18.43152409533068,19.0,17.96,0.675111787180229,0.5684759046693202,0.5684759046693202,True,-0.47152409533067896,0.47152409533067896,True
bidmc_03,180.0,240.0,77,18.221391567047064,15.0,17.62,0.7746808524022221,-3.221391567047064,3.221391567047064,False,-0.6013915670470631,0.6013915670470631,True
bidmc_03,210.0,270.0,76,18.14233064233064,13.0,17.93,0.7525998055231063,-5.142330642330641,5.142330642330641,False,-0.2123306423306417,0.2123306423306417,True
bidmc_03,240.0,300.0,76,18.143816622398035,16.0,17.89,0.7763874143971458,-2.1438166223980346,2.1438166223980346,False,-0.25381662239803404,0.25381662239803404,True
bidmc_03,270.0,330.0,76,17.914455269443497,17.0,17.57,0.5922161673714212,-0.9144552694434971,0.9144552694434971,True,-0.3444552694434968,0.3444552694434968,True
bidmc_03,300.0,360.0,74,18.122709126140997,15.0,17.74,0.6845979940268783,-3.1227091261409967,3.1227091261409967,False,-0.3827091261409983,0.3827091261409983,True
bidmc_03,330.0,390.0,80,18.122709126141146,13.0,17.4,0.6650738963872945,-5.122709126141146,5.122709126141146,False,-0.7227091261411474,0.7227091261411474,True
bidmc_03,360.0,420.0,79,18.010343515411684,13.0,18.59,0.6424546235738849,-5.010343515411684,5.010343515411684,False,0.5796564845883161,0.5796564845883161,True
bidmc_03,390.0,450.0,74,17.084304622102184,12.0,16.83,0.6829279323219253,-5.084304622102184,5.084304622102184,False,-0.2543046221021861,0.2543046221021861,True
bidmc_03,420.0,480.0,71,16.825580166387397,9.0,17.32,0.6492432981775474,-7.825580166387397,7.825580166387397,False,0.49441983361260355,0.49441983361260355,True
bidmc_04,0.0,60.0,93,16.2250291915975,12.0,15.67,0.6440043250984265,-4.2250291915975,4.2250291915975,False,-0.5550291915974999,0.5550291915974999,True
bidmc_04,30.0,90.0,94,16.077632159400046,16.0,17.09,0.5441404665774832,-0.07763215940004642,0.07763215940004642,True,1.0123678405999534,1.0123678405999534,True
bidmc_04,60.0,120.0,95,16.278042748630984,21.0,16.34,0.4801479121208384,4.721957251369016,4.721957251369016,False,0.061957251369015864,0.061957251369015864,True
bidmc_04,90.0,150.0,95,16.835016835016802,19.0,18.88,0.5883744313587007,2.164983164983198,2.164983164983198,False,2.044983164983197,2.044983164983197,False
bidmc_04,120.0,180.0,95,17.203667485199983,16.0,17.69,0.5608406592872218,-1.2036674851999827,1.2036674851999827,True,0.4863325148000186,0.4863325148000186,True
bidmc_04,150.0,210.0,95,16.19019326879389,21.0,16.89,0.6340735422183716,4.809806731206109,4.809806731206109,False,0.6998067312061096,0.6998067312061096,True
bidmc_04,180.0,240.0,94,16.505025952897384,20.0,16.63,0.6119439298867981,3.494974047102616,3.494974047102616,False,0.12497404710261506,0.12497404710261506,True
bidmc_04,210.0,270.0,94,15.890115809318626,18.0,16.19,0.3251309414159481,2.109884190681374,2.109884190681374,False,0.2998841906813752,0.2998841906813752,True
bidmc_04,240.0,300.0,94,16.078075456091174,20.0,17.38,0.4045227197060996,3.921924543908826,3.921924543908826,False,1.3019245439088252,1.3019245439088252,True
bidmc_04,270.0,330.0,93,16.394402132884856,17.0,16.34,0.6887252497939302,0.6055978671151436,0.6055978671151436,True,-0.05440213288485651,0.05440213288485651,True
bidmc_04,300.0,360.0,92,17.96615907187035,16.0,18.14,0.3014259500722666,-1.9661590718703508,1.9661590718703508,True,0.1738409281296498,0.1738409281296498,True
bidmc_04,330.0,390.0,91,16.216690042075783,16.0,16.1,0.7090887785372236,-0.21669004207578269,0.21669004207578269,True,-0.11669004207578126,0.11669004207578126,True
bidmc_04,360.0,420.0,89,16.357863190942794,14.0,8.71,0.4143751199330264,-2.357863190942794,2.357863190942794,False,-7.647863190942793,7.647863190942793,False
bidmc_04,390.0,450.0,88,16.64835327275946,17.0,29.55,0.1834727925060828,0.3516467272405386,0.3516467272405386,True,12.90164672724054,12.90164672724054,False
bidmc_04,420.0,480.0,86,16.23445076955514,20.0,16.07,0.7044682713444563,3.7655492304448615,3.7655492304448615,False,-0.16445076955513827,0.16445076955513827,True
bidmc_05,0.0,60.0,98,6.237188477721436,19.0,6.19,0.599901820406118,12.762811522278565,12.762811522278565,False,-0.04718847772143597,0.04718847772143597,True
bidmc_05,30.0,90.0,98,6.405701730413965,17.0,11.23,0.4747681549744777,10.594298269586034,10.594298269586034,False,4.824298269586035,4.824298269586035,False
bidmc_05,60.0,120.0,98,6.906410980081056,21.0,6.64,0.5589925743531038,14.093589019918944,14.093589019918944,False,-0.2664109800810559,0.2664109800810559,True
bidmc_05,90.0,150.0,98,6.571221331859626,18.0,11.69,0.4941686087702265,11.428778668140374,11.428778668140374,False,5.118778668140373,5.118778668140373,False
bidmc_05,120.0,180.0,98,,14.0,8.3,0.572348872932281,,,False,,,False
bidmc_05,150.0,210.0,98,7.104499909153915,16.0,7.08,0.6269081012062921,8.895500090846085,8.895500090846085,False,-0.02449990915391531,0.02449990915391531,True
bidmc_05,180.0,240.0,98,7.166826462128464,19.0,11.0,0.5159955951954853,11.833173537871536,11.833173537871536,False,3.833173537871536,3.833173537871536,False
bidmc_05,210.0,270.0,98,7.122564935064954,18.0,9.26,0.5120597546469531,10.877435064935046,10.877435064935046,False,2.1374350649350458,2.1374350649350458,False
bidmc_05,240.0,300.0,98,6.87759210486484,16.0,7.07,0.6063607972639116,9.12240789513516,9.12240789513516,False,0.19240789513516,0.19240789513516,True
bidmc_05,270.0,330.0,99,,15.0,9.47,0.7032721509940807,,,False,,,False
bidmc_05,300.0,360.0,99,,19.0,6.23,0.5625197997565106,,,False,,,False
bidmc_05,330.0,390.0,97,6.482402825588057,20.0,,0.0,13.517597174411943,13.517597174411943,False,,,False
bidmc_05,360.0,420.0,97,6.659396734915219,20.0,6.26,0.40574923408862434,13.34060326508478,13.34060326508478,False,-0.39939673491521965,0.39939673491521965,True
bidmc_05,390.0,450.0,99,6.659396734915219,18.0,11.45,0.6396292281553053,11.34060326508478,11.34060326508478,False,4.79060326508478,4.79060326508478,False
bidmc_05,420.0,480.0,99,6.761353038631604,17.0,6.68,0.5651413295884393,10.238646961368396,10.238646961368396,False,-0.08135303863160459,0.08135303863160459,True
bidmc_06,0.0,60.0,82,20.02673796791445,17.0,19.92,0.6998693199107537,-3.0267379679144497,3.0267379679144497,False,-0.106737967914448,0.106737967914448,True
bidmc_06,30.0,90.0,82,20.026737967914457,19.0,20.02,0.7466132494441278,-1.0267379679144568,1.0267379679144568,True,-0.0067379679144572435,0.0067379679144572435,True
bidmc_06,60.0,120.0,81,20.02673796791445,19.0,20.14,0.7451617543551373,-1.0267379679144497,1.0267379679144497,True,0.11326203208555086,0.11326203208555086,True
bidmc_06,90.0,150.0,82,19.920634920634917,19.0,19.75,0.7649126106157447,-0.9206349206349174,0.9206349206349174,True,-0.17063492063491736,0.17063492063491736,True
bidmc_06,120.0,180.0,83,20.054049416609487,21.0,20.14,0.6651817521915027,0.9459505833905126,0.9459505833905126,True,0.0859505833905132,0.0859505833905132,True
bidmc_06,150.0,210.0,82,19.920634920634917,19.0,19.93,0.7070890238746074,-0.9206349206349174,0.9206349206349174,True,0.009365079365082352,0.009365079365082352,True
bidmc_06,180.0,240.0,82,19.920634920634917,16.0,20.09,0.7307738126086575,-3.9206349206349174,3.9206349206349174,False,0.1693650793650825,0.1693650793650825,True
bidmc_06,210.0,270.0,81,19.920634920634917,18.0,20.1,0.7984962543614678,-1.9206349206349174,1.9206349206349174,True,0.17936507936508406,0.17936507936508406,True
bidmc_06,240.0,300.0,81,20.053475935828754,18.0,20.04,0.6673987286271397,-2.0534759358287538,2.0534759358287538,False,-0.013475935828754615,0.013475935828754615,True
bidmc_06,270.0,330.0,82,20.02673796791438,21.0,19.92,0.7334381661919702,0.9732620320856213,0.9732620320856213,True,-0.10673796791437695,0.10673796791437695,True
bidmc_06,300.0,360.0,82,20.053475935828754,21.0,19.98,0.7570632585997767,0.9465240641712462,0.9465240641712462,True,-0.07347593582875334,0.07347593582875334,True
bidmc_06,330.0,390.0,81,20.093852061874145,18.0,19.83,0.6183068951686365,-2.093852061874145,2.093852061874145,False,-0.26385206187414667,0.26385206187414667,True
bidmc_06,360.0,420.0,81,20.120950619327537,20.0,20.15,0.7084443402104766,-0.12095061932753737,0.12095061932753737,True,0.02904938067246121,0.02904938067246121,True
bidmc_06,390.0,450.0,82,19.920634920634917,18.0,19.97,0.7741463175828817,-1.9206349206349174,1.9206349206349174,True,0.0493650793650815,0.0493650793650815,True
bidmc_06,420.0,480.0,82,19.920634920634917,19.0,20.01,0.7340264806673339,-0.9206349206349174,0.9206349206349174,True,0.0893650793650842,0.0893650793650842,True
bidmc_07,0.0,60.0,90,19.920634920634935,22.0,20.02,0.8052485490516683,2.079365079365065,2.079365079365065,False,0.09936507936506445,0.09936507936506445,True
bidmc_07,30.0,90.0,90,19.920634920634917,21.0,19.99,0.7744469468071928,1.0793650793650826,1.0793650793650826,True,0.06936507936508107,0.06936507936508107,True
bidmc_07,60.0,120.0,90,20.053475935828846,22.0,19.95,0.7739863561123144,1.9465240641711539,1.9465240641711539,True,-0.10347593582884684,0.10347593582884684,True
bidmc_07,90.0,150.0,90,20.16187310304953,18.0,20.06,0.722612793639033,-2.1618731030495297,2.1618731030495297,False,-0.10187310304953101,0.10187310304953101,True
bidmc_07,120.0,180.0,90,19.89445910290234,18.0,19.97,0.7309586526026319,-1.8944591029023385,1.8944591029023385,True,0.07554089709766032,0.07554089709766032,True
bidmc_07,150.0,210.0,90,20.134554679504802,20.0,20.04,0.7438193033157413,-0.13455467950480227,0.13455467950480227,True,-0.09455467950480312,0.09455467950480312,True
bidmc_07,180.0,240.0,90,20.053475935828942,21.0,19.95,0.7723903584544132,0.9465240641710579,0.9465240641710579,True,-0.10347593582894277,0.10347593582894277,True
bidmc_07,210.0,270.0,90,19.94737288854939,20.0,19.98,0.7209843987311778,0.05262711145061161,0.05262711145061161,True,0.032627111450612034,0.032627111450612034,True
bidmc_07,240.0,300.0,90,20.02673796791438,21.0,20.0,0.7629903629095214,0.9732620320856213,0.9732620320856213,True,-0.026737967914378657,0.026737967914378657,True
bidmc_07,270.0,330.0,91,20.053475935828754,19.0,20.02,0.7528081518608002,-1.0534759358287538,1.0534759358287538,True,-0.03347593582875419,0.03347593582875419,True
bidmc_07,300.0,360.0,91,19.947372888549296,18.0,20.02,0.8050093214028896,-1.947372888549296,1.947372888549296,True,0.07262711145070355,0.07262711145070355,True
bidmc_07,330.0,390.0,90,20.053475935828942,17.0,20.15,0.72938139046316,-3.053475935828942,3.053475935828942,False,0.09652406417105652,0.09652406417105652,True
bidmc_07,360.0,420.0,90,20.026737967914567,20.0,19.9,0.6755411535918476,-0.02673796791456695,0.02673796791456695,True,-0.12673796791456837,0.12673796791456837,True
bidmc_07,390.0,450.0,90,20.053475935828942,18.0,19.95,0.7800020168824849,-2.053475935828942,2.053475935828942,False,-0.10347593582894277,0.10347593582894277,True
bidmc_07,420.0,480.0,90,20.02673796791438,19.0,19.96,0.8209132298174401,-1.0267379679143787,1.0267379679143787,True,-0.0667379679143778,0.0667379679143778,True
bidmc_08,0.0,60.0,100,20.880477068770443,21.0,19.39,0.7070432077322009,0.11952293122955737,0.11952293122955737,True,-1.490477068770442,1.490477068770442,True
bidmc_08,30.0,90.0,100,20.57617040493755,20.0,20.63,0.7601295333079934,-0.5761704049375496,0.5761704049375496,True,0.05382959506244944,0.05382959506244944,True
bidmc_08,60.0,120.0,100,21.99489150906885,19.0,21.29,0.8337240625282291,-2.99489150906885,2.99489150906885,False,-0.704891509068851,0.704891509068851,True
bidmc_08,90.0,150.0,100,21.34961127308068,20.0,21.66,0.6942445456701266,-1.3496112730806793,1.3496112730806793,True,0.31038872691932085,0.31038872691932085,True
bidmc_08,120.0,180.0,100,20.328935770112253,20.0,20.94,0.7891456879075045,-0.3289357701122526,0.3289357701122526,True,0.6110642298877487,0.6110642298877487,True
bidmc_08,150.0,210.0,100,20.661157024793415,21.0,20.88,0.7416330109206271,0.33884297520658535,0.33884297520658535,True,0.21884297520658436,0.21884297520658436,True
bidmc_08,180.0,240.0,100,20.719655053993304,21.0,21.57,0.7015666967778655,0.28034494600669646,0.28034494600669646,True,0.8503449460066967,0.8503449460066967,True
bidmc_08,210.0,270.0,100,21.023135762018647,20.0,21.27,0.859638181279293,-1.0231357620186472,1.0231357620186472,True,0.24686423798135237,0.24686423798135237,True
bidmc_08,240.0,300.0,100,21.276981022743733,20.0,21.65,0.7157822229373653,-1.2769810227437333,1.2769810227437333,True,0.3730189772562653,0.3730189772562653,True
bidmc_08,270.0,330.0,99,20.993958911193822,21.0,20.22,0.7455982656192993,0.006041088806178152,0.006041088806178152,True,-0.773958911193823,0.773958911193823,True
bidmc_08,300.0,360.0,99,21.339242350655784,20.0,21.61,0.7308823993063994,-1.339242350655784,1.339242350655784,True,0.2707576493442154,0.2707576493442154,True
bidmc_08,330.0,390.0,100,21.55172413793088,22.0,21.57,0.8095992616993222,0.44827586206912073,0.44827586206912073,True,0.01827586206912102,0.01827586206912102,True
bidmc_08,360.0,420.0,100,20.979062015867594,23.0,20.24,0.7056425457865848,2.0209379841324058,2.0209379841324058,False,-0.7390620158675958,0.7390620158675958,True
bidmc_08,390.0,450.0,99,20.89136490250686,20.0,21.1,0.7014370383546522,-0.8913649025068615,0.8913649025068615,True,0.2086350974931399,0.2086350974931399,True
bidmc_08,420.0,480.0,99,21.586353697323297,21.0,21.96,0.7276809837889608,-0.5863536973232968,0.5863536973232968,True,0.37364630267670407,0.37364630267670407,True
bidmc_09,0.0,60.0,77,20.135135135135137,19.0,19.97,0.8218828696209161,-1.1351351351351369,1.1351351351351369,True,-0.165135135135138,0.165135135135138,True
bidmc_09,30.0,90.0,78,19.94737288854934,18.0,20.02,0.8286647536211542,-1.9473728885493387,1.9473728885493387,True,0.07262711145066092,0.07262711145066092,True
bidmc_09,60.0,120.0,77,19.920634920634917,16.0,19.99,0.8610701638609072,-3.9206349206349174,3.9206349206349174,False,0.06936507936508107,0.06936507936508107,True
bidmc_09,90.0,150.0,77,20.053475935828892,21.0,20.02,0.8126682776494757,0.9465240641711077,0.9465240641711077,True,-0.033475935828892744,0.033475935828892744,True
bidmc_09,120.0,180.0,77,20.02673796791447,21.0,19.97,0.8120406655026227,0.973262032085529,0.973262032085529,True,-0.056737967914472165,0.056737967914472165,True
bidmc_09,150.0,210.0,76,20.02673796791438,20.0,20.04,0.8040468221431905,-0.026737967914378657,0.026737967914378657,True,0.01326203208562049,0.01326203208562049,True
bidmc_09,180.0,240.0,76,20.02673796791438,21.0,20.0,0.8041083108277133,0.9732620320856213,0.9732620320856213,True,-0.026737967914378657,0.026737967914378657,True
bidmc_09,210.0,270.0,77,20.053475935828754,19.0,20.03,0.839233341803058,-1.0534759358287538,1.0534759358287538,True,-0.023475935828752625,0.023475935828752625,True
bidmc_09,240.0,300.0,77,19.84182530795091,20.0,20.08,0.6155017839560513,0.15817469204909074,0.15817469204909074,True,0.23817469204908903,0.23817469204908903,True
bidmc_09,270.0,330.0,77,20.026737967914567,23.0,20.0,0.7771475227720043,2.973262032085433,2.973262032085433,False,-0.02673796791456695,0.02673796791456695,True
bidmc_09,300.0,360.0,77,20.10738312920489,20.0,20.03,0.8448120669004066,-0.10738312920489079,0.10738312920489079,True,-0.07738312920488966,0.07738312920488966,True
bidmc_09,330.0,390.0,76,19.920634920634917,21.0,20.0,0.781956924619548,1.0793650793650826,1.0793650793650826,True,0.07936507936508264,0.07936507936508264,True
bidmc_09,360.0,420.0,76,20.13513513513501,19.0,19.99,0.8298492633767768,-1.135135135135009,1.135135135135009,True,-0.14513513513501053,0.14513513513501053,True
bidmc_09,390.0,450.0,77,20.02673796791438,21.0,20.0,0.8415303140921595,0.9732620320856213,0.9732620320856213,True,-0.026737967914378657,0.026737967914378657,True
bidmc_09,420.0,480.0,76,20.053475935828754,21.0,20.03,0.8043504499649605,0.9465240641712462,0.9465240641712462,True,-0.023475935828752625,0.023475935828752625,True
bidmc_10,0.0,60.0,83,19.41930618401207,19.0,18.4,0.3307986824123918,-0.41930618401206843,0.41930618401206843,True,-1.0193061840120698,1.0193061840120698,True
bidmc_10,30.0,90.0,82,18.915631037855114,19.0,19.1,0.6050114223571612,0.08436896214488598,0.08436896214488598,True,0.1843689621448874,0.1843689621448874,True
bidmc_10,60.0,120.0,82,18.680993155730757,19.0,18.77,0.6521669335920869,0.31900684426924286,0.31900684426924286,True,0.08900684426924244,0.08900684426924244,True
bidmc_10,90.0,150.0,82,18.692466800004965,18.0,18.38,0.532965202567581,-0.692466800004965,0.692466800004965,True,-0.31246680000496596,0.31246680000496596,True
bidmc_10,120.0,180.0,83,19.137136459499636,21.0,18.68,0.5898826145879043,1.8628635405003635,1.8628635405003635,True,-0.45713645949963677,0.45713645949963677,True
bidmc_10,150.0,210.0,83,19.30530709600479,22.0,18.83,0.5936675882399584,2.694692903995211,2.694692903995211,False,-0.4753070960047907,0.4753070960047907,True
bidmc_10,180.0,240.0,82,18.96336785577291,21.0,18.87,0.5500110172873491,2.0366321442270916,2.0366321442270916,False,-0.0933678557729074,0.0933678557729074,True
bidmc_10,210.0,270.0,82,18.362081365521497,20.0,9.7,0.390512944748877,1.6379186344785026,1.6379186344785026,True,-8.662081365521498,8.662081365521498,False
bidmc_10,240.0,300.0,83,18.6623750425552,19.0,17.57,0.5228459141820182,0.3376249574447989,0.3376249574447989,True,-1.0923750425552008,1.0923750425552008,True
bidmc_10,270.0,330.0,83,19.350089826335825,20.0,13.35,0.558094520062655,0.6499101736641748,0.6499101736641748,True,-6.0000898263358255,6.0000898263358255,False
bidmc_10,300.0,360.0,81,19.572478176197396,20.0,20.17,0.5389635331417074,0.4275218238026035,0.4275218238026035,True,0.5975218238026052,0.5975218238026052,True
bidmc_10,330.0,390.0,81,18.4049356843475,16.0,17.54,0.6366038836518456,-2.4049356843474996,2.4049356843474996,False,-0.8649356843475005,0.8649356843475005,True
bidmc_10,360.0,420.0,82,17.8575477901994,18.0,9.12,0.47568952152562194,0.1424522098005987,0.1424522098005987,True,-8.737547790199402,8.737547790199402,False
bidmc_10,390.0,450.0,81,18.13787416219263,16.0,18.78,0.6210121879113136,-2.137874162192631,2.137874162192631,False,0.6421258378073702,0.6421258378073702,True
bidmc_10,420.0,480.0,81,18.40309433757887,17.0,19.13,0.30867329581135977,-1.403094337578871,1.403094337578871,True,0.7269056624211281,0.7269056624211281,True
bidmc_11,0.0,60.0,92,14.95592877136561,21.0,14.93,0.7065026077342511,6.04407122863439,6.04407122863439,False,-0.025928771365610004,0.025928771365610004,True
bidmc_11,30.0,90.0,93,14.925506130595952,21.0,15.71,0.6680197613683979,6.074493869404048,6.074493869404048,False,0.7844938694040486,0.7844938694040486,True
bidmc_11,60.0,120.0,93,14.844430951238364,20.0,15.0,0.6933358505780347,5.155569048761636,5.155569048761636,False,0.15556904876163635,0.15556904876163635,True
bidmc_11,90.0,150.0,92,14.866919703899283,21.0,13.97,0.6021808543093592,6.133080296100717,6.133080296100717,False,-0.8969197038992824,0.8969197038992824,True
bidmc_11,120.0,180.0,93,14.963043893585525,21.0,15.6,0.5542225672713881,6.036956106414475,6.036956106414475,False,0.6369561064144751,0.6369561064144751,True
bidmc_11,150.0,210.0,93,14.198080582562572,20.0,14.11,0.666971095433917,5.8019194174374285,5.8019194174374285,False,-0.08808058256257212,0.08808058256257212,True
bidmc_11,180.0,240.0,94,14.231550293812672,20.0,15.24,0.720750167658964,5.768449706187328,5.768449706187328,False,1.0084497061873279,1.0084497061873279,True
bidmc_11,210.0,270.0,94,14.400698751755147,20.0,15.19,0.5616360162071918,5.599301248244853,5.599301248244853,False,0.7893012482448523,0.7893012482448523,True
bidmc_11,240.0,300.0,92,13.966649805636255,19.0,14.48,0.6709794083794068,5.033350194363745,5.033350194363745,False,0.5133501943637455,0.5133501943637455,True
bidmc_11,270.0,330.0,92,14.451081650003523,20.0,14.29,0.6727498095250866,5.548918349996477,5.548918349996477,False,-0.16108165000352415,0.16108165000352415,True
bidmc_11,300.0,360.0,95,14.77833946792148,22.0,15.55,0.5058713430976609,7.22166053207852,7.22166053207852,False,0.7716605320785206,0.7716605320785206,True
bidmc_11,330.0,390.0,96,16.84671753418443,20.0,15.51,0.6583254443977927,3.1532824658155683,3.1532824658155683,False,-1.336717534184432,1.336717534184432,True
bidmc_11,360.0,420.0,92,15.992486933797833,19.0,14.37,0.5982487483001402,3.0075130662021667,3.0075130662021667,False,-1.622486933797834,1.622486933797834,True
bidmc_11,390.0,450.0,91,13.902728147333693,16.0,14.22,0.6476846274167796,2.0972718526663066,2.0972718526663066,False,0.3172718526663072,0.3172718526663072,True
bidmc_11,420.0,480.0,91,13.90177283034425,19.0,14.11,0.6877985085826348,5.09822716965575,5.09822716965575,False,0.20822716965574983,0.20822716965574983,True
bidmc_12,0.0,60.0,92,18.11689334663655,19.0,18.03,0.6865256461933721,0.8831066533634484,0.8831066533634484,True,-0.08689334663655046,0.08689334663655046,True
bidmc_12,30.0,90.0,91,18.383705788614414,18.0,18.4,0.6900890525538212,-0.38370578861441373,0.38370578861441373,True,0.016294211385584845,0.016294211385584845,True
bidmc_12,60.0,120.0,91,19.159619450317138,17.0,18.89,0.7627698881495675,-2.1596194503171375,2.1596194503171375,False,-0.26961945031713697,0.26961945031713697,True
bidmc_12,90.0,150.0,91,18.82131791732792,15.0,18.64,0.7915230405394141,-3.821317917327921,3.821317917327921,False,-0.18131791732792024,0.18131791732792024,True
bidmc_12,120.0,180.0,91,18.450212415729645,19.0,18.5,0.7315824724856042,0.549787584270355,0.549787584270355,True,0.04978758427035501,0.04978758427035501,True
